admin1,Jan_rain_min,Jan_rain_max,Jan_rain_mean,Jan_rain_count,Jan_rain_median,year,Feb_rain_min,Feb_rain_max,Feb_rain_mean,Feb_rain_median,Mar_rain_min,Mar_rain_max,Mar_rain_mean,Mar_rain_median,Apr_rain_min,Apr_rain_max,Apr_rain_mean,Apr_rain_median,May_rain_min,May_rain_max,May_rain_mean,May_rain_median,Jun_rain_min,Jun_rain_max,Jun_rain_mean,Jun_rain_median,Jul_rain_min,Jul_rain_max,Jul_rain_mean,Jul_rain_median,Aug_rain_min,Aug_rain_max,Aug_rain_mean,Aug_rain_median,Sep_rain_min,Sep_rain_max,Sep_rain_mean,Sep_rain_median,Oct_rain_min,Oct_rain_max,Oct_rain_mean,Oct_rain_median,Nov_rain_min,Nov_rain_max,Nov_rain_mean,Nov_rain_median,Dec_rain_min,Dec_rain_max,Dec_rain_mean,Dec_rain_median,silt_min,silt_max,silt_mean,silt_count,silt_median,bulkdensity_min,bulkdensity_max,bulkdensity_mean,bulkdensity_median,clay_min,clay_max,clay_mean,clay_median,harvested_area,production_mt,yield_mt_ha,value_ksh
Laikipia,3.877795219,27.69956589,11.26180476,369,10.13409138,2014,30.38592148,116.1889801,55.30957296,50.53094864,47.44468689,199.4320068,91.00368394,85.58490753,39.50206757,153.3942108,81.78949653,79.2663269,10.53413582,89.35243225,48.76709117,46.87192154,1.364826918,114.5012207,37.01451876,31.09007835,3.292038202,108.8979034,38.23276592,32.23504639,0.44764182,218.0258636,108.3352176,103.2226639,1.261136293,92.38179016,34.02753165,34.70225143,27.8426075,130.7207031,74.03212864,74.59145355,47.75684357,230.5072174,101.2428756,92.99120331,19.10942078,92.2449646,49.73773078,49.40736389,12,36,25.00815167,134819,25,946,1510,1220.883703,1220,16,59,33.12585763,33,,,,
Lamu,0.098050192,6.827450752,3.94623635,220,3.841353893,2014,0.040946692,9.19550705,3.45086448,3.486959696,1.262224674,104.7606964,40.00928178,36.13738251,1.784852624,154.1349182,88.29641335,95.72613525,16.64433861,712.9727173,434.9551136,459.5747681,3.397436857,176.391098,114.9710405,127.1786804,2.127017975,84.67891693,53.34670632,56.58605194,0.595129132,60.55563354,17.88809149,17.00428009,0.52983427,31.76980972,12.31582364,11.80778313,0.916719437,37.89964676,25.8689897,28.7479248,3.108392,253.1757813,132.5096413,139.536026,1.84436512,116.0740891,69.9021218,78.34680939,10,34,23.41636186,85027,24,1260,1660,1428.740894,1430,12,47,32.40378938,33,,,,
Machakos,4.015033722,16.12148666,8.27222428,261,7.956902504,2014,20.78386688,122.3724213,60.0628592,59.73223877,84.18832397,266.3199463,150.3385117,147.6489258,38.25836182,142.1428375,77.29742876,75.31323242,15.53652382,87.65340424,39.8241514,36.864254,2.364070892,32.91429138,14.0420137,13.46242523,0.123813465,15.43551064,5.545898438,5.459315777,0.188863188,32.95336914,8.834281834,6.667531967,1.044579864,16.14986801,5.388566174,4.378493309,20.71753693,99.54933167,43.85811033,41.94036865,71.26783752,269.1879272,150.4380987,151.4734039,39.86396027,126.3813324,71.1590188,68.99719238,9,30,16.36250531,84796,16,1000,1530,1317.185245,1320,13,65,35.13244729,34,,,,
Makueni,2.60422492,16.12148666,6.745941343,338,6.59196043,2014,24.68733978,121.8287354,49.38641249,35.53468323,69.03058624,223.2546082,119.6510725,113.5395355,30.81866837,166.9188385,62.45147236,58.7888031,5.544656754,80.08874512,22.1334019,20.19340515,0.81928581,32.64610291,8.346397264,6.58904171,2.57E-08,19.87687492,5.862176478,5.227656841,0.054996461,33.35273743,7.070352227,6.006568909,0.946429253,51.9973526,6.319869724,4.807564259,3.469600201,135.7329102,27.25134061,15.51486206,102.9667435,291.6550903,151.311379,144.250946,58.14847946,234.2511292,105.4407128,94.3056488,9,35,16.63218599,116094,15,869,1530,1332.626596,1350,11,57,29.02407532,29,,,,
Mandera,0.390360713,4.502818108,1.723333796,872,1.521156549,2014,0.86244905,17.59600449,5.690440327,5.030060768,8.841779709,74.74145508,34.80638081,34.61573792,41.38459015,163.7791595,100.1337084,104.3272934,13.88007927,109.6889114,45.47743155,46.17972946,0.843802094,8.01156044,2.412960507,2.276114464,0.008782925,10.77488327,5.287556779,5.323061943,4.81E-08,16.04161263,5.310153786,5.275841713,0.52653414,8.589850426,2.186827773,1.844580173,7.930618286,50.60739136,30.39376747,31.53023911,49.87751007,138.5338287,87.02603569,83.72993469,0.527383804,24.5503521,10.01265948,8.841664314,13,34,23.09356727,354686,23,1170,1560,1397.251563,1410,15,39,26.46198328,26,,,,
Marsabit,1.290367842,29.50206375,4.759871467,2565,3.963915586,2014,3.223569155,80.05978394,16.45731603,13.62246418,19.10408401,241.5193176,54.11984649,50.71850586,3.778528929,271.9957581,59.83845029,51.9177475,0.238191098,148.1399994,26.48324805,14.69766045,4.84E-09,32.57223129,2.976273148,0.841341138,0,48.0422287,8.453779087,4.691167355,0,60.09719086,6.580547941,3.711952925,1.35E-09,17.90990448,2.084488837,0.885750592,0.079331912,183.7186279,28.68911732,26.19834137,3.171261311,198.9721527,41.09103923,35.52294159,5.561851501,87.65486908,28.61406555,24.75381279,6,37,22.78216554,972477,24,879,1640,1349.497154,1360,10,57,30.2528286,30,,,,
Meru,2.439707279,21.03708649,9.588222586,278,8.669523239,2014,7.500137329,127.5398026,42.40483082,37.16348267,56.87982941,267.2608032,137.5555868,134.5963135,94.35312653,298.2194519,161.1208408,151.9799347,1.076826334,148.4032898,45.50623173,37.18466187,0.00249561,99.11144257,17.63009885,7.654040337,5.75E-11,60.84445953,13.57363738,9.208743095,4.78E-07,219.9890747,48.86064664,29.89139175,1.484531522,93.20495605,14.05415706,4.441838264,27.97398376,266.848114,102.3950652,85.2081604,93.13127136,432.0444946,236.486848,239.9674988,33.87288666,207.4389648,89.05900826,88.69474792,10,46,25.04633072,98984,25,710,1430,1135.752849,1150,16,84,42.31157561,41,,,,
Migori,45.37953186,96.59915161,76.2344031,139,77.25906372,2014,56.80875015,150.9263153,95.17767817,93.40560913,94.74802399,172.6768646,139.3534032,142.6375122,65.70615387,141.9429016,102.5656896,98.47832489,84.79069519,253.9048157,158.8050528,153.4075928,30.8514328,130.1514282,68.64913304,62.63953781,11.50861073,78.19519043,34.48561854,31.87241364,59.03923798,273.0540466,147.7927299,135.5636139,26.02825165,157.9003906,90.77239771,86.72055054,71.19406128,219.2539063,143.6709757,142.2757263,68.74250031,159.8430481,97.61285971,97.39995575,43.11908722,169.4458466,90.91170189,90.90977478,12,43,24.56447311,36744,25,1050,1420,1248.785325,1250,19,56,35.38237535,35,,,,
Mombasa,5.348924637,8.767757416,7.39541081,14,7.426779747,2014,9.241783142,14.18015099,10.60177067,10.461092,135.9987488,174.672821,157.2793318,158.6195984,53.16321564,79.60561371,64.85747419,63.31916046,242.3764038,420.8960876,316.5014997,304.6452637,99.40554047,136.4581146,115.2574027,113.5227203,72.48588562,108.0067749,86.50322614,83.03927612,21.50170708,103.0263519,56.59207589,50.78123474,49.07746124,78.81186676,62.87018694,63.92491913,106.8326645,174.9097595,126.0606951,121.6984863,136.1571655,249.8188324,179.5657959,173.9699097,167.3352203,229.7158966,184.7275739,181.7371674,10,28,19.86055046,3270,20,1230,1520,1381.538226,1390,15,40,27.44342508,28,,,,
Murang'a,9.252423286,30.87234688,15.32389915,110,14.19306087,2014,43.96295547,273.231842,82.05309837,71.00708771,91.46806335,274.6607666,152.2244141,147.3554382,72.7877655,204.6894836,122.7392578,124.549469,56.05040741,195.7009888,110.5692205,112.56987,12.18367672,187.7702484,63.1338734,51.29573059,5.457127571,62.95384216,26.17061435,21.59287071,12.48941326,178.1453705,71.1902832,57.28760529,5.043126106,83.68502045,31.74655096,25.07657623,44.38883972,233.963562,100.8271307,95.71696472,126.7206879,293.3500977,172.7899858,169.8614655,40.18281555,146.7913513,77.78931108,73.61686707,11,57,24.01737076,35980,24,655,1460,1110.816231,1120,23,73,47.12445803,48,,,,
Nairobi,8.517250061,22.50240707,13.10646973,40,11.98512077,2014,63.78240204,95.08556366,74.20685425,72.48067474,111.236084,174.0359802,144.188501,144.8285675,40.56632233,71.61914063,56.45664673,55.82360077,36.48189163,78.39787292,56.70473022,56.13578796,13.46242523,95.08766937,42.84515991,36.52574921,1.466571331,15.23732662,7.353887177,7.660552979,3.876912594,39.6088028,21.12489929,21.39151001,7.347095013,24.7476387,15.46146698,15.36522293,41.44415665,87.94705963,61.55056763,60.57248306,98.69406128,146.296051,117.8817383,116.6873779,61.51843643,133.5294495,97.57814331,98.53865051,15,31,22.96068725,10302,23,989,1430,1247.958552,1260,25,61,42.15074743,42,,,,
Nandi,14.91366005,65.5258255,30.22266743,131,25.76978683,2014,51.63441849,204.1408234,100.8895068,98.82704926,98.83000946,200.7767487,127.8259482,125.1225891,68.1774292,166.5906982,109.0187187,104.6162338,134.1296692,371.8187866,242.2674887,234.7191772,74.2349472,195.4519806,132.0297889,126.0897064,96.07078552,211.4342041,166.5085729,169.5891724,199.6264954,400.8059692,301.7196744,300.4765625,87.98181915,210.2483215,142.6997257,141.3536987,99.30545044,286.1579285,186.2103113,186.3292084,45.48151016,152.1811829,98.64780385,94.96586609,25.28622246,133.5543518,68.25885615,61.66314697,15,33,25.46049221,40511,26,892,1320,1135.68374,1130,24,51,40.80657105,41,,,,
Narok,13.50435638,101.2467422,37.63801688,659,30.24107933,2014,81.49523926,268.3867798,128.1481056,127.4115601,64.29933167,183.69104,117.1541042,114.0604553,40.07460785,131.100296,74.81544006,73.05036926,13.30091095,242.1126099,74.26523378,60.18685913,3.878372192,150.8622284,75.6253438,71.48028564,0.118173733,141.6125183,37.0146677,32.33996582,4.05E-10,280.5572205,102.9621586,79.8742981,0.000152344,136.2734985,59.69250285,55.51708221,2.030748606,151.808075,65.68202295,58.55583954,26.50601578,128.859436,69.10045998,68.19080353,40.61920929,151.408432,82.85504197,76.39064026,13,48,28.763124,250000,29,866,1520,1214.57664,1230,19,53,33.066012,33,,,,
Nyamira,52.94239044,85.92312622,66.00465459,46,64.83580017,2014,78.79142761,174.5583801,146.4106339,149.973938,135.5445099,200.4580078,154.8800739,152.0234985,74.24703217,158.6809082,126.2649775,133.3330841,123.6018219,259.5661621,196.0459197,206.2877808,85.65220642,174.8809204,129.6605278,133.5366364,59.83034134,131.5047913,102.6365383,104.5012817,196.6845093,411.4474792,275.5512908,257.9709778,95.4354248,155.5935669,123.0695482,120.039505,80.2855072,198.8482361,136.8524541,138.8335266,90.99251556,175.2005615,128.316194,127.2413254,71.17261505,132.1230469,104.1412831,106.4430161,16,44,25.17182555,12955,25,487,1350,1107.933771,1100,30,51,41.25171748,41,,,,
Nyandarua,12.20715714,30.87234688,19.48035914,147,18.67508698,2014,37.22597885,273.231842,95.19853449,83.11775208,51.83338928,274.6607666,132.3202328,117.1856918,44.32118988,204.6894836,82.66430166,72.62509918,42.62940598,178.6029053,94.50074405,93.43269348,47.38005829,187.7702484,103.1274713,99.44036865,7.323693752,90.33016205,57.88466598,58.1651535,21.29486084,213.679184,124.825295,125.17659,22.31804657,123.6318512,69.41379677,70.95987701,18.37297058,233.963562,106.0600686,100.7080688,44.19013596,293.3500977,94.65990381,80.96078491,17.3153286,146.7913513,57.45823368,47.8275528,17,51,30.6110968,46572,30,771,1320,1131.15417,1140,23,52,38.05960663,38,,,,
Nyeri,6.485078812,32.35834885,20.22517278,143,20.54588699,2014,39.9122467,176.5613403,97.89950284,91.50283813,56.87982941,261.9523315,150.686462,144.3887177,74.72129059,260.8832397,145.4330064,140.1118469,19.94206238,166.621933,108.2795974,113.6655884,34.42272186,251.8895569,79.85218395,69.75350189,13.16400909,131.9660645,38.56175563,37.73167419,22.85819626,278.874939,108.8654666,94.51348877,25.62793922,151.2880554,52.0433785,43.79737473,54.64019775,243.6948242,135.6725033,132.8703003,85.97952271,251.144043,154.845348,154.0249481,28.41216278,118.2665787,72.13507293,73.27676392,17,39,26.39762461,47487,26,729,1370,1111.136353,1120,24,59,39.75397477,39,,,,
Samburu,2.114192486,12.60324001,5.872270552,773,5.585133553,2014,0.773729801,92.41345978,28.63928839,25.27129936,35.21325302,221.3218231,89.50686247,83.27064514,13.07993698,224.8441162,81.27344761,71.82650757,0.46486339,72.54571533,20.88725188,17.05593491,1.22E-08,59.74695587,12.85368365,8.721885681,0,51.49700165,13.8542231,10.67582321,0,168.7328339,37.84537466,26.65706635,8.01E-09,44.07324219,6.172449188,1.638244867,3.11E-08,165.0403748,45.90819049,38.23513794,1.444427013,182.5412292,69.54232697,65.32592773,24.49458694,97.7052002,49.85996119,50.27446747,11,34,20.82062537,296179,20,902,1550,1326.963384,1350,15,47,27.94953052,27,,,,
Siaya,31.16926575,69.46496582,55.04267842,148,56.39033508,2014,53.97734451,119.2446747,78.93940694,77.77108765,92.14326477,191.4682617,125.7081662,121.4158478,95.41394043,188.7004395,139.5559808,132.6606445,142.1186676,501.5903931,252.0414907,226.8424683,60.46614838,233.0074005,119.8545054,107.2567978,36.93637085,162.4156952,78.87428737,67.57136536,71.86463165,279.7781067,167.1672825,158.1365509,49.08540344,185.1817322,127.4409312,118.8298416,83.86912537,278.5232849,189.0607316,180.4582214,77.21246338,195.0996704,127.6746199,128.8522949,53.30206299,129.631485,91.35179344,92.7964325,12,32,21.91789233,35831,22,1020,1410,1257.963663,1260,16,62,40.63927884,41,,,,
Taita Taveta,1.490554094,17.29275703,5.173316907,628,4.653467178,2014,5.677992821,72.62098694,28.56856464,27.75885201,75.05710602,258.274292,144.5338625,141.2933655,27.28824425,166.9188385,74.71957106,74.69972992,1.897937298,146.6674194,37.55536239,36.40472031,0.103872687,76.84539795,15.8816089,11.08789539,0.129802614,41.11250305,10.89905485,9.134880066,2.474441528,53.98762512,15.55202061,13.25612926,1.93434608,124.8751221,25.74866267,21.80029297,2.134060383,124.8139801,30.36564179,24.57167435,64.99806213,216.6830139,131.9302349,130.1622162,61.21003723,293.9855957,142.3427672,143.9782104,5,33,14.7047078,240792,14,899,1660,1363.642646,1380,14,50,28.41140486,28,,,,
Tana River,0.216536552,9.170734406,4.750907653,1403,4.735964298,2014,0.083225265,18.24485588,5.779402675,5.12100029,1.55696106,164.3022461,75.60953648,77.94036865,2.085712433,242.5677032,85.46028599,82.04258728,0.281176299,342.170105,34.46985255,10.01767254,3.62E-09,129.0376129,18.27134377,8.798089981,0,70.96754456,13.37212669,9.904139519,2.42E-08,67.18242645,13.16975065,10.24076843,0.221412212,48.9782486,14.31444616,13.84471893,1.193165541,51.56000519,18.25279813,16.81656837,3.141952276,287.541687,135.1634444,133.8564758,2.418000698,148.7934265,64.50952757,57.48063278,8,34,18.65968818,551027,18,1190,1630,1422.983629,1420,11,60,29.4725195,29,,,,
Tharaka-Nithi,4.72977829,21.03708649,8.369087728,120,7.341152668,2014,8.50084877,120.5929184,32.50030924,23.56318474,75.37207794,211.8948517,127.3764648,122.065834,94.8543396,314.618103,185.9475911,164.008316,9.136064529,148.4032898,52.78244222,41.23409271,1.985206604,100.7779694,19.46680501,6.00518322,1.643849373,60.84445953,15.02090658,8.935490608,0.130810767,186.4716797,40.19100749,17.78797913,1.074808359,93.20495605,13.81224365,2.658404827,31.90599442,266.848114,96.59207357,70.09559631,189.7927551,339.6066895,253.5259277,251.8074036,61.4414978,147.2420654,89.19290365,89.97676086,10,50,19.33271969,36938,18,709,1480,1221.173426,1230,12,63,38.41642753,37,,,,
Trans Nzoia,12.12605476,34.9026947,20.26879019,113,19.16414452,2014,16.81778908,38.49731445,26.08581219,25.88810349,68.7362442,137.7832031,101.1133158,98.28720856,39.31783295,109.3743896,59.70282252,56.03215408,94.53779602,264.769928,175.2042139,168.7859192,66.19947815,165.6268311,125.4758452,124.3884735,114.8956146,219.3188171,167.2762203,172.065033,154.7971191,297.6489868,216.3966399,219.3023529,49.8567276,123.3055115,91.38777309,90.6776123,121.07724,408.5699463,235.7672843,221.8968201,50.75717545,175.6180267,77.71734997,69.34742737,11.12635612,54.68707275,33.50353896,32.8035965,17,34,25.77331376,35419,26,778,1400,1116.248115,1120,22,62,42.73409752,44,,,,
Turkana,1.147016048,12.51285362,3.153369023,2075,2.414995193,2014,2.424786091,43.27279663,10.19604386,8.051561356,13.05878735,172.3205414,53.96143825,54.17750931,5.133049965,89.12669373,26.06365964,23.3794136,0.342383862,113.7711182,18.47449548,14.38012123,0.327039421,67.17913818,13.28571066,8.785097122,10.25182533,126.2416763,35.63652108,32.50993729,0.188740909,169.1063995,30.22785768,20.00268745,2.86E-09,64.81119537,9.336511672,4.872986794,8.70E-09,167.6999512,22.44352786,2.560738802,1.444427013,90.47221375,23.87173193,18.88689804,4.68792057,63.09571075,16.74587349,14.19421005,7,36,22.93463901,662031,24,962,1610,1373.47961,1380,10,48,28.3776228,28,,,,
Uasin Gishu,12.95420456,33.73716736,18.16128743,150,17.72024918,2014,21.28607559,108.7356644,51.05935872,51.06464386,67.11689758,150.6329041,103.3009505,103.1933365,44.02801132,134.1413574,67.75364583,68.23336792,93.15975189,268.1589661,145.7865885,144.6700134,59.69576263,200.7204437,96.10347656,89.75744629,98.26554108,225.053299,155.8235156,154.2524719,137.25177,334.2375488,231.7557813,229.789032,46.88579559,153.2468262,81.83395833,79.27403259,93.44084167,232.0546417,148.1364063,140.2593689,45.48151016,141.5539398,84.54783854,81.52183533,25.28622246,76.15471649,49.71731771,48.54035568,17,35,25.654034,48525,25,990,1360,1130.39085,1130,28,53,43.66893354,44,,,,
Vihiga,42.4997139,68.73536682,57.49521706,33,57.66421509,2014,83.10375977,185.0727539,113.7532626,115.3561172,134.4104614,196.2010193,151.205448,150.2727051,126.7713242,166.5906982,149.4956351,149.1212006,251.3412781,414.4943237,339.5322857,339.6561584,102.0557098,194.5225067,164.8573627,168.2635193,86.27674866,207.9451141,145.3917643,149.8156738,199.6264954,396.9197998,298.3663293,287.6085815,139.7174377,210.2483215,164.359449,161.5608063,195.579834,286.1579285,235.5781842,231.6972046,108.7103577,158.8381348,139.2579309,141.9338379,75.44300079,133.5543518,109.8805117,114.0181046,16,32,25.15512195,8200,25,1040,1360,1204.497561,1210,25,50,41.72121951,42,,,,
Wajir,0.393946201,4.793274403,2.554271482,1946,2.491631985,2014,2.116582155,20.53817749,5.235185958,4.605004787,19.45806694,72.30239868,36.21790291,34.75930786,34.00249481,299.6888733,129.9123523,121.0797882,1.099270582,140.053009,35.89302576,31.04752731,1.11E-08,12.51004314,2.239444494,1.860682964,6.43E-13,30.06225586,4.471324391,4.051672935,1.49E-08,12.48641777,2.970766105,2.540840149,0.26740399,15.71456146,3.544388429,2.692015648,1.821728468,55.98764801,19.19986511,18.23012733,10.26803493,216.8924255,92.13078109,82.91066742,5.483223438,30.21973228,13.97195469,13.3222332,9,34,21.44268863,781782,22,1120,1590,1438.754108,1440,11,48,27.19332244,27,,,,
West Pokot,2.207359791,23.04689217,7.604096976,362,6.274966717,2014,3.405966282,44.86463928,11.88021463,9.935283661,24.76416588,126.5872192,63.02088549,62.09366608,6.664297104,65.39393616,28.32706211,27.62550926,11.0051775,168.7859192,76.42478311,64.53553772,10.24114418,146.314682,54.43794782,46.24806976,32.62358856,208.5855103,87.30020395,78.99291992,29.35071945,274.9074402,121.7949866,114.6948547,3.522307873,93.67958069,39.07893431,36.5251236,1.062518835,372.2713928,136.9106958,138.2252655,9.579763412,126.671196,51.77370187,47.50862885,5.536944389,50.38169479,21.51672835,18.53910828,12,34,23.01619475,125658,23,796,1560,1279.628834,1280,16,51,31.05472791,30,,,,
Nakuru,10.37817097,45.38143921,20.65042759,317,19.90064049,2014,43.87815857,140.9737244,85.34601735,86.39402008,54.38509369,191.2532806,102.9388801,98.81547546,30.40909386,92.27947235,61.49597052,60.91331482,39.85945892,213.5874329,99.18066714,93.03725433,22.44784927,152.3806152,90.28957389,90.09315491,0.611955523,190.9786835,76.68809764,79.50012207,1.297183037,339.0413208,132.8921284,127.2930145,15.08237553,161.8907623,71.62840103,67.72661591,5.694046974,178.8826752,87.81817454,89.4657135,35.27097321,131.3582458,71.98962441,71.6993103,20.7689743,147.9203796,55.77129338,47.00009155,16,46,29.77398128,104248,30,841,1400,1114.725347,1130,16,51,33.60073095,33,,,,
Baringo,1.859406948,13.97769737,7.284064011,420,7.485060692,2015,4.861196995,35.71342468,15.89621233,15.11709023,8.976982117,47.22626495,19.72565337,17.36314011,73.72761536,326.1306152,159.6679501,150.4682007,26.47123718,223.3173828,99.48831845,93.6475296,40.64170837,182.785553,89.40729167,86.62683868,36.99093628,134.1013031,76.3218843,73.47639465,13.42234325,72.95316315,37.63997861,36.48177338,9.602544785,99.24633789,36.50191592,31.43660736,0.900539041,175.5143738,71.39428478,71.28230286,4.794701576,272.1332397,109.3825428,104.944397,28.15513229,144.3316498,70.2609096,70.40307617,16,42,26.09324772,151682,26,931,1540,1241.430888,1230,18,60,35.21500903,35,,,,
Bomet,10.79239845,21.09495544,14.03906686,112,14.01429749,2015,31.03675461,81.01120758,44.46628244,43.90641785,41.58869934,117.6923981,78.79151263,80.54288483,224.2859344,416.5908203,314.9282924,324.2572021,132.3649597,419.2080688,275.9279088,285.5933533,106.5147247,223.9498138,161.9752372,161.90271,32.26934433,121.1881638,70.04027012,68.10467529,39.29040527,114.8484955,70.13976615,67.26730347,53.37805939,171.6618195,108.9331927,105.4762955,51.41217804,230.1050415,132.6400931,130.1277771,103.0020218,210.186264,163.290353,167.5796509,106.0019226,253.7586212,175.0183105,174.4835663,17,36,26.43265014,34885,27,883,1370,1152.181855,1150,25,51,38.39177297,38,,,,
Bungoma,3.141428947,11.97363758,7.065416379,133,7.037269592,2015,9.391653061,38.86145782,24.81590695,25.4654007,31.27745438,94.96953583,60.54928336,59.86646271,200.1719666,362.848877,274.9334469,269.9231567,144.3434601,342.342041,229.8433829,228.2525177,137.1896973,268.1123047,207.5868039,212.9051819,105.2555695,177.6034546,139.777285,137.8926697,63.97348785,115.227951,82.80273438,81.03382874,113.9928513,211.069519,153.5009839,150.5508118,86.1394043,434.9489136,262.2724977,267.5286865,68.14373016,313.3829041,198.3658218,210.333786,69.69483948,182.0616455,118.3888554,107.8569183,17,37,24.60315799,43002,24,807,1300,1124.925445,1130,22,50,38.55492768,39,,,,
Busia,3.179584742,11.32346535,7.6811787,88,7.800531387,2015,21.0196476,58.07801056,33.23416693,32.44731903,63.3637886,130.965332,98.83103249,101.101593,237.2564697,363.9248047,306.6877663,314.2678833,164.4746094,362.8898315,254.2262962,244.7175903,95.63375854,282.4466858,196.2270508,201.7193604,22.03988266,141.7833252,84.70993319,91.83538055,14.47797775,83.27127075,56.48674982,64.3204422,63.5892334,198.8436279,155.3758878,161.1722412,135.8841095,367.5877686,289.3128995,296.0565186,206.5382385,408.6871033,289.2587891,291.4998779,59.98548889,212.1290894,159.8022905,166.6918945,12,33,22.26631745,24054,22,1030,1390,1224.442504,1220,22,55,39.84692775,40,,,,
Elgeyo-Marakwet,4.561060905,14.21469116,8.744199152,146,8.965065002,2015,8.103063583,28.61726761,17.97011786,18.37526894,14.42384815,49.17020798,29.83627863,28.73923874,117.9663849,324.1077271,210.2139341,199.2181396,89.96913147,222.8623047,152.4340887,156.5277557,69.61280823,197.9809265,125.4185574,124.5935364,66.5328598,166.2893677,115.7426022,116.3169403,28.92271423,108.85215,55.67800527,54.00549316,28.42738724,115.2734756,65.70631555,67.16320038,54.94846344,234.4728546,126.1934932,118.6433487,83.81526184,223.6809692,157.0271565,155.2381897,56.59673309,144.3316498,84.63143461,85.81204224,15,36,25.89124379,43078,26,888,1500,1175.92683,1160,21,55,38.09206556,38,,,,
Embu,5.729044914,34.62652206,13.34580485,132,11.69924927,2015,8.695440292,52.2591362,18.56013997,16.47896957,30.78977394,101.3531036,53.78299598,51.15342712,247.845108,632.6948242,373.9840791,341.8108215,39.76084518,231.541748,99.27441406,92.0460968,0.975115955,54.9667511,10.53123243,7.010789871,3.066474676,100.3677673,25.35410378,16.8997345,0.879481614,62.07072449,16.72299472,11.4351244,0.602154851,40.48461151,7.503314856,4.338088036,46.17458344,244.2398987,118.360973,100.718895,208.4305115,500.3004456,353.0010062,354.2077026,61.49463654,164.4343262,113.6606815,110.1600189,11,39,19.60412876,39576,18,742,1440,1198.544572,1230,12,66,39.14913079,38,,,,
Garissa,0.489196539,8.704855919,4.618677128,1517,4.555524349,2015,0.445175648,9.061738014,4.735534064,4.527760983,17.42692566,112.8055573,48.93675325,45.65857315,37.75767899,258.7778931,137.5964383,133.4880371,0.361065358,343.5816345,65.06614103,21.25666046,3.97E-09,102.0992355,19.02074535,3.388674259,0,61.21256256,16.56482521,10.96638012,1.62E-08,51.49600983,9.611863722,4.039207935,0.391117185,42.90482712,13.76243331,13.1903677,2.647694588,185.0334167,40.43311738,37.46879196,21.93226242,406.7331543,205.695019,209.3473969,8.255392075,82.97992706,45.40446811,46.50701141,8,33,20.52270318,611280,21,1260,1630,1406.490459,1410,13,50,30.81391179,31,,,,
Homa Bay,8.457263947,18.33867455,13.09398555,199,12.93494797,2015,25.09240532,47.35015106,34.96984434,33.99159241,64.32518768,139.7733459,97.67319998,97.40886688,199.6798706,438.5502319,278.4149262,275.8187256,163.8886719,292.012146,220.6285726,219.2301331,67.88887024,217.5622406,143.140733,142.6408539,10.3148098,84.07598114,35.64742904,31.6714325,12.61462593,73.19042206,33.25918656,28.84355927,23.94948769,174.1147461,89.82771278,90.14781189,72.35372925,346.2320862,209.680826,212.6099548,45.43660355,387.6588745,191.7111731,195.2912445,125.0688095,283.2315674,199.6870289,198.0325012,14,35,23.92196401,44236,24,935,1380,1216.903879,1220,17,55,39.02210869,40,,,,
Isiolo,3.10795331,21.45770073,6.357962014,951,5.499667645,2015,3.738682508,47.74597931,8.817178463,7.20520401,17.42692566,74.123909,38.31532597,36.55392456,52.54360962,352.216217,133.059748,122.3166199,0.347558856,78.34040833,11.8269482,4.022251129,4.65E-09,26.6336441,0.9495306,0.192696884,0,26.12019348,2.445352035,1.65E-08,0,17.92914963,1.053235364,5.39E-08,3.16E-09,3.97457552,0.962244846,0.83151412,0.52050221,136.8925934,42.49781069,38.00069809,7.225093842,385.4985352,113.0244479,90.48767853,9.233792305,160.3657227,54.8918244,44.26789093,8,33,19.36160912,356642,19,1040,1610,1423.045138,1440,13,56,30.46520881,30,,,,
Kajiado,2.738168001,21.06654167,7.988337262,802,7.397451401,2015,14.30918121,70.6007843,35.36386816,33.05338287,26.50588989,140.301178,54.59842581,51.27775574,112.2619476,341.423584,199.3897288,196.2451019,15.833951,158.4338837,65.88334827,64.19598389,0.099353492,48.96736145,8.500575344,7.188612461,1.16E-08,26.47136307,3.335947546,0.924781799,0,29.31730652,3.277480737,1.739661217,6.40E-09,22.85038567,3.004622233,1.649614811,2.081827641,87.70877838,26.97480907,24.59383011,66.51043701,301.7904053,155.4887293,158.1260986,65.71308899,202.6110535,118.6701216,113.7768707,10,48,21.30290462,302105,21,896,1580,1297.289353,1310,11,57,34.8617666,34,,,,
Kakamega,3.115947962,10.39390373,6.543278164,144,6.998600483,2015,9.391653061,68.30696869,33.45910984,34.17806244,28.21739578,121.9877625,80.00738525,91.1643219,191.588974,399.2278748,310.7043186,333.475769,133.7089539,455.3574219,294.2122396,311.7874756,109.8951721,314.6590271,207.4368218,213.6219482,82.27223969,222.9596863,136.3627116,136.8437653,49.45560837,116.2097626,85.73782688,84.60798645,100.2799683,248.6767578,184.301161,194.2717133,80.96675873,306.3235779,220.2077637,244.1540222,68.14373016,309.7858276,177.7900255,185.5881805,59.65878296,241.8002319,146.477946,164.7571869,18,32,24.2193206,43156,24,1020,1300,1178.383724,1180,22,59,42.00743813,42,,,,
